,Household,Recency,Frequency,Monetary,R_score,F_score,M_score,household_key,DAY,COUPON_UPC,CAMPAIGN,Segment
1042,1166,711,409,12300.62,3,1,1,1166,637,52800051098,18,Almost Lost
1043,1166,711,409,12300.62,3,1,1,1166,651,53620010028,20,Almost Lost
1536,1823,711,377,12268.85,3,1,1,1823,424,53800050033,8,Almost Lost
1537,1823,711,377,12268.85,3,1,1,1823,438,10000085364,8,Almost Lost
1538,1823,711,377,12268.85,3,1,1,1823,438,51111110076,8,Almost Lost
1539,1823,711,377,12268.85,3,1,1,1823,438,55100012140,8,Almost Lost
1540,1823,711,377,12268.85,3,1,1,1823,459,51780034078,8,Almost Lost
1541,1823,711,377,12268.85,3,1,1,1823,513,10000085429,13,Almost Lost
1542,1823,711,377,12268.85,3,1,1,1823,513,10000089098,13,Almost Lost
1543,1823,711,377,12268.85,3,1,1,1823,513,10000089113,13,Almost Lost
1544,1823,711,377,12268.85,3,1,1,1823,516,54154888076,13,Almost Lost
1545,1823,711,377,12268.85,3,1,1,1823,523,53700061076,13,Almost Lost
1546,1823,711,377,12268.85,3,1,1,1823,523,57680810050,13,Almost Lost
1547,1823,711,377,12268.85,3,1,1,1823,531,54650050060,13,Almost Lost
1548,1823,711,377,12268.85,3,1,1,1823,544,52100040050,13,Almost Lost
1549,1823,711,377,12268.85,3,1,1,1823,544,52740022050,13,Almost Lost
1550,1823,711,377,12268.85,3,1,1,1823,544,53800050033,13,Almost Lost
1551,1823,711,377,12268.85,3,1,1,1823,593,53120026033,18,Almost Lost
1552,1823,711,377,12268.85,3,1,1,1823,593,55000013950,18,Almost Lost
1553,1823,711,377,12268.85,3,1,1,1823,608,10000085478,18,Almost Lost
1554,1823,711,377,12268.85,3,1,1,1823,608,52800051098,18,Almost Lost
1555,1823,711,377,12268.85,3,1,1,1823,621,51600070033,18,Almost Lost
1556,1823,711,377,12268.85,3,1,1,1823,621,51800010250,18,Almost Lost
1557,1823,711,377,12268.85,3,1,1,1823,621,53010010033,18,Almost Lost
1558,1823,711,377,12268.85,3,1,1,1823,621,54154888076,18,Almost Lost
1559,1823,711,377,12268.85,3,1,1,1823,633,51600070033,18,Almost Lost
1560,1823,711,377,12268.85,3,1,1,1823,641,54300026050,18,Almost Lost
1561,1823,711,377,12268.85,3,1,1,1823,670,10000085495,24,Almost Lost
1562,1823,711,377,12268.85,3,1,1,1823,670,53000000036,23,Almost Lost
1563,1823,711,377,12268.85,3,1,1,1823,683,10000085496,24,Almost Lost
1564,1823,711,377,12268.85,3,1,1,1823,683,55100000033,23,Almost Lost
1565,1823,711,377,12268.85,3,1,1,1823,683,57940033055,20,Almost Lost
1137,1367,710,352,12125.48,3,1,1,1367,656,55420811176,23,Almost Lost
1433,1710,705,215,11984.59,3,1,1,1710,395,53700048182,5,Almost Lost
1434,1710,705,215,11984.59,3,1,1,1710,474,50813713084,10,Almost Lost
1435,1710,705,215,11984.59,3,1,1,1710,488,53700048182,10,Almost Lost
1436,1710,705,215,11984.59,3,1,1,1710,539,10000089131,13,Almost Lost
2065,2334,711,361,11955.38,3,1,1,2334,506,10000085425,13,Almost Lost
2066,2334,711,361,11955.38,3,1,1,2334,506,54200000076,13,Almost Lost
756,840,711,214,11944.57,3,1,1,840,671,10000085495,24,Almost Lost
743,825,708,242,11835.02,3,1,1,825,529,10000085426,13,Almost Lost
744,825,708,242,11835.02,3,1,1,825,529,51330021113,13,Almost Lost
745,825,708,242,11835.02,3,1,1,825,529,54178802078,13,Almost Lost
746,825,708,242,11835.02,3,1,1,825,529,54650050060,13,Almost Lost
747,825,708,242,11835.02,3,1,1,825,529,57265526076,13,Almost Lost
748,825,708,242,11835.02,3,1,1,825,529,57680810050,13,Almost Lost
749,825,708,242,11835.02,3,1,1,825,537,10000089078,13,Almost Lost
750,825,708,242,11835.02,3,1,1,825,592,10000085479,18,Almost Lost
751,825,708,242,11835.02,3,1,1,825,592,51800015050,18,Almost Lost
752,825,708,242,11835.02,3,1,1,825,592,52100023024,18,Almost Lost
753,825,708,242,11835.02,3,1,1,825,592,57144800076,18,Almost Lost
754,825,708,242,11835.02,3,1,1,825,621,53120026033,18,Almost Lost
755,825,708,242,11835.02,3,1,1,825,621,57143020076,18,Almost Lost
656,712,710,256,11711.02,3,1,1,712,291,51380041013,29,Almost Lost
657,712,710,256,11711.02,3,1,1,712,291,54300016033,29,Almost Lost
658,712,710,256,11711.02,3,1,1,712,508,10000085426,13,Almost Lost
659,712,710,256,11711.02,3,1,1,712,539,53700040075,13,Almost Lost
660,712,710,256,11711.02,3,1,1,712,539,54100024950,13,Almost Lost
661,712,710,256,11711.02,3,1,1,712,545,51600070033,13,Almost Lost
662,712,710,256,11711.02,3,1,1,712,629,10000085475,18,Almost Lost
663,712,710,256,11711.02,3,1,1,712,629,54060060076,18,Almost Lost
664,712,710,256,11711.02,3,1,1,712,629,54300026050,18,Almost Lost
665,712,710,256,11711.02,3,1,1,712,629,54900050076,18,Almost Lost
129,88,708,229,11615.66,3,1,1,88,486,57940062040,11,Almost Lost
130,88,708,229,11615.66,3,1,1,88,542,53620010028,14,Almost Lost
131,88,708,229,11615.66,3,1,1,88,576,10000089194,17,Almost Lost
132,88,708,229,11615.66,3,1,1,88,592,53800030050,17,Almost Lost
133,88,708,229,11615.66,3,1,1,88,592,57045970076,17,Almost Lost
134,88,708,229,11615.66,3,1,1,88,654,54400000032,23,Almost Lost
135,88,708,229,11615.66,3,1,1,88,685,54132220050,25,Almost Lost
2237,2462,710,189,11593.06,3,1,1,2462,425,52898920076,8,Almost Lost
2238,2462,710,189,11593.06,3,1,1,2462,430,10000085364,8,Almost Lost
2239,2462,710,189,11593.06,3,1,1,2462,430,54610020076,8,Almost Lost
2240,2462,710,189,11593.06,3,1,1,2462,443,57127900036,8,Almost Lost
2241,2462,710,189,11593.06,3,1,1,2462,481,10000089073,12,Almost Lost
2242,2462,710,189,11593.06,3,1,1,2462,602,10000085475,18,Almost Lost
2243,2462,710,189,11593.06,3,1,1,2462,602,51600070033,18,Almost Lost
2244,2462,710,189,11593.06,3,1,1,2462,606,51258700050,18,Almost Lost
2245,2462,710,189,11593.06,3,1,1,2462,641,54610000076,21,Almost Lost
1354,1598,711,445,11516.83,3,1,1,1598,515,10000085429,13,Almost Lost
1126,1337,711,244,11500.76,3,1,1,1337,416,10000085361,8,Almost Lost
1127,1337,711,244,11500.76,3,1,1,1337,416,57045970076,8,Almost Lost
1128,1337,711,244,11500.76,3,1,1,1337,605,10000085478,18,Almost Lost
1129,1337,711,244,11500.76,3,1,1,1337,605,54900050076,18,Almost Lost
1479,1764,707,135,11412.2,3,2,1,1764,528,10000085425,13,Big Spenders
1480,1764,707,135,11412.2,3,2,1,1764,528,53620010050,13,Big Spenders
1481,1764,707,135,11412.2,3,2,1,1764,528,54100027032,13,Big Spenders
1482,1764,707,135,11412.2,3,2,1,1764,596,51111131075,14,Big Spenders
1483,1764,707,135,11412.2,3,2,1,1764,596,53620010028,14,Big Spenders
1484,1764,707,135,11412.2,3,2,1,1764,596,54100024032,14,Big Spenders
1485,1764,707,135,11412.2,3,2,1,1764,596,54100027032,14,Big Spenders
1486,1764,707,135,11412.2,3,2,1,1764,596,54800110055,14,Big Spenders
1487,1764,707,135,11412.2,3,2,1,1764,596,54800140060,14,Big Spenders
38,19,711,421,11299.61,3,1,1,19,684,54100027032,20,Almost Lost
1606,1899,705,69,11276.8,3,3,1,1899,481,10000089073,12,Big Spenders
1607,1899,705,69,11276.8,3,3,1,1899,481,51800000050,12,Big Spenders
1608,1899,705,69,11276.8,3,3,1,1899,481,52100023024,12,Big Spenders
1609,1899,705,69,11276.8,3,3,1,1899,488,51800015033,12,Big Spenders
1610,1899,705,69,11276.8,3,3,1,1899,488,54470031076,12,Big Spenders
1611,1899,705,69,11276.8,3,3,1,1899,488,57790000032,12,Big Spenders
1612,1899,705,69,11276.8,3,3,1,1899,593,10000085477,18,Big Spenders
1613,1899,705,69,11276.8,3,3,1,1899,593,51800015050,18,Big Spenders
1614,1899,705,69,11276.8,3,3,1,1899,593,52100023024,18,Big Spenders
1615,1899,705,69,11276.8,3,3,1,1899,593,57143020076,18,Big Spenders
1439,1722,708,258,11229.71,3,1,1,1722,618,10000085475,18,Almost Lost
1138,1376,708,235,11041.41,3,1,1,1376,520,10000089124,13,Almost Lost
1139,1376,708,235,11041.41,3,1,1,1376,520,51111113178,13,Almost Lost
1140,1376,708,235,11041.41,3,1,1,1376,520,52100040050,13,Almost Lost
1141,1376,708,235,11041.41,3,1,1,1376,520,57631000076,13,Almost Lost
1142,1376,708,235,11041.41,3,1,1,1376,601,10000085475,18,Almost Lost
1143,1376,708,235,11041.41,3,1,1,1376,601,52100023024,18,Almost Lost
1144,1376,708,235,11041.41,3,1,1,1376,601,54300026050,18,Almost Lost
1145,1376,708,235,11041.41,3,1,1,1376,601,55000013950,18,Almost Lost
1146,1376,708,235,11041.41,3,1,1,1376,601,57631000076,18,Almost Lost
1147,1376,708,235,11041.41,3,1,1,1376,620,54589399277,20,Almost Lost
1664,1944,705,180,10942.88,3,1,1,1944,435,10000085364,8,Almost Lost
1665,1944,705,180,10942.88,3,1,1,1944,435,10000089044,8,Almost Lost
1666,1944,705,180,10942.88,3,1,1,1944,435,51862700076,8,Almost Lost
1667,1944,705,180,10942.88,3,1,1,1944,435,52370020076,8,Almost Lost
1668,1944,705,180,10942.88,3,1,1,1944,435,52580010042,9,Almost Lost
1669,1944,705,180,10942.88,3,1,1,1944,435,53000021076,8,Almost Lost
1670,1944,705,180,10942.88,3,1,1,1944,508,52840042034,13,Almost Lost
1671,1944,705,180,10942.88,3,1,1,1944,508,53800050033,13,Almost Lost
1672,1944,705,180,10942.88,3,1,1,1944,508,58978500076,13,Almost Lost
1673,1944,705,180,10942.88,3,1,1,1944,641,52570016075,18,Almost Lost
876,934,708,234,10709.38,3,1,1,934,512,51600070033,13,Almost Lost
683,755,709,307,10617.05,3,1,1,755,529,10000085425,13,Almost Lost
684,755,709,307,10617.05,3,1,1,755,529,10000089137,13,Almost Lost
685,755,709,307,10617.05,3,1,1,755,529,52100040050,13,Almost Lost
686,755,709,307,10617.05,3,1,1,755,529,52580010042,13,Almost Lost
687,755,709,307,10617.05,3,1,1,755,529,53010030033,13,Almost Lost
688,755,709,307,10617.05,3,1,1,755,529,54154888076,13,Almost Lost
689,755,709,307,10617.05,3,1,1,755,635,10000085475,18,Almost Lost
690,755,709,307,10617.05,3,1,1,755,635,51111120001,18,Almost Lost
691,755,709,307,10617.05,3,1,1,755,635,51862700076,18,Almost Lost
692,755,709,307,10617.05,3,1,1,755,635,52800051098,18,Almost Lost
693,755,709,307,10617.05,3,1,1,755,635,54060060076,18,Almost Lost
694,755,709,307,10617.05,3,1,1,755,635,54200029176,18,Almost Lost
193,125,704,358,10601.5,3,1,1,125,417,54154888076,8,Almost Lost
194,125,704,358,10601.5,3,1,1,125,417,54154889078,8,Almost Lost
1314,1566,709,347,10567.71,3,1,1,1566,597,10000085477,18,Almost Lost
1315,1566,709,347,10567.71,3,1,1,1566,597,55000013933,18,Almost Lost
1316,1566,709,347,10567.71,3,1,1,1566,597,57231020034,18,Almost Lost
1317,1566,709,347,10567.71,3,1,1,1566,630,54589399275,20,Almost Lost
85,58,711,268,10367.08,3,1,1,58,591,10000085475,18,Almost Lost
86,58,711,268,10367.08,3,1,1,58,591,10000089195,17,Almost Lost
87,58,711,268,10367.08,3,1,1,58,591,51800015050,18,Almost Lost
88,58,711,268,10367.08,3,1,1,58,591,53800030050,17,Almost Lost
89,58,711,268,10367.08,3,1,1,58,591,54133500050,18,Almost Lost
90,58,711,268,10367.08,3,1,1,58,591,54154888076,18,Almost Lost
91,58,711,268,10367.08,3,1,1,58,591,57045970076,17,Almost Lost
645,699,706,150,10353,3,1,1,699,337,52100026076,30,Almost Lost
1529,1804,711,311,10251.19,3,1,1,1804,662,52700012033,25,Almost Lost
1530,1804,711,311,10251.19,3,1,1,1804,662,52900020076,25,Almost Lost
1531,1804,711,311,10251.19,3,1,1,1804,662,54900050082,25,Almost Lost
1532,1804,711,311,10251.19,3,1,1,1804,668,52100000076,25,Almost Lost
1533,1804,711,311,10251.19,3,1,1,1804,668,57192110076,25,Almost Lost
1534,1804,711,311,10251.19,3,1,1,1804,668,57756765034,25,Almost Lost
890,956,711,621,10231.93,3,1,1,956,622,51906341075,18,Almost Lost
995,1081,699,139,10201.55,3,2,1,1081,548,10000085428,13,Big Spenders
996,1081,699,139,10201.55,3,2,1,1081,548,54460011776,13,Big Spenders
790,883,710,352,10165.13,3,1,1,883,332,54154888076,30,Almost Lost
791,883,710,352,10165.13,3,1,1,883,514,10000085429,13,Almost Lost
792,883,710,352,10165.13,3,1,1,883,514,10000089134,13,Almost Lost
793,883,710,352,10165.13,3,1,1,883,544,10000085432,13,Almost Lost
1375,1633,706,219,10162.78,3,1,1,1633,417,10000085364,8,Almost Lost
1376,1633,706,219,10162.78,3,1,1,1633,497,10000089073,12,Almost Lost
1377,1633,706,219,10162.78,3,1,1,1633,497,51600045033,12,Almost Lost
1378,1633,706,219,10162.78,3,1,1,1633,513,10000089124,13,Almost Lost
1379,1633,706,219,10162.78,3,1,1,1633,513,10000089128,13,Almost Lost
1380,1633,706,219,10162.78,3,1,1,1633,524,10000085429,13,Almost Lost
1381,1633,706,219,10162.78,3,1,1,1633,607,10000085477,18,Almost Lost
1382,1633,706,219,10162.78,3,1,1,1633,633,52100023024,18,Almost Lost
1383,1633,706,219,10162.78,3,1,1,1633,663,10000085490,23,Almost Lost
1384,1633,706,219,10162.78,3,1,1,1633,663,54900050082,25,Almost Lost
1385,1633,706,219,10162.78,3,1,1,1633,684,54400000032,23,Almost Lost
1728,2004,711,248,10053.87,3,1,1,2004,429,51312010033,8,Almost Lost
1729,2004,711,248,10053.87,3,1,1,2004,429,52100041050,8,Almost Lost
1730,2004,711,248,10053.87,3,1,1,2004,432,54200000033,8,Almost Lost
1731,2004,711,248,10053.87,3,1,1,2004,436,10000085363,8,Almost Lost
1732,2004,711,248,10053.87,3,1,1,2004,442,51800009050,8,Almost Lost
1733,2004,711,248,10053.87,3,1,1,2004,445,54300031076,8,Almost Lost
1734,2004,711,248,10053.87,3,1,1,2004,451,52920000042,8,Almost Lost
1735,2004,711,248,10053.87,3,1,1,2004,515,10000085429,13,Almost Lost
1736,2004,711,248,10053.87,3,1,1,2004,531,51254711082,13,Almost Lost
1737,2004,711,248,10053.87,3,1,1,2004,585,53800030050,17,Almost Lost
1738,2004,711,248,10053.87,3,1,1,2004,592,10000085479,18,Almost Lost
1739,2004,711,248,10053.87,3,1,1,2004,592,54850010033,18,Almost Lost
1740,2004,711,248,10053.87,3,1,1,2004,592,54900050076,18,Almost Lost
1741,2004,711,248,10053.87,3,1,1,2004,599,51800015050,18,Almost Lost
1742,2004,711,248,10053.87,3,1,1,2004,668,54850010033,23,Almost Lost
1743,2004,711,248,10053.87,3,1,1,2004,682,51200000076,23,Almost Lost
271,256,711,125,9850.35,3,2,1,256,243,54589314178,26,Big Spenders
272,256,711,125,9850.35,3,2,1,256,429,10000085361,8,Big Spenders
273,256,711,125,9850.35,3,2,1,256,439,10000085369,8,Big Spenders
274,256,711,125,9850.35,3,2,1,256,507,10000085426,13,Big Spenders
275,256,711,125,9850.35,3,2,1,256,507,10000089136,13,Big Spenders
276,256,711,125,9850.35,3,2,1,256,507,57047091041,13,Big Spenders
277,256,711,125,9850.35,3,2,1,256,533,51111113178,13,Big Spenders
278,256,711,125,9850.35,3,2,1,256,533,51980010075,13,Big Spenders
279,256,711,125,9850.35,3,2,1,256,533,51981012076,13,Big Spenders
280,256,711,125,9850.35,3,2,1,256,533,52840042034,13,Big Spenders
281,256,711,125,9850.35,3,2,1,256,533,54100027032,13,Big Spenders
282,256,711,125,9850.35,3,2,1,256,533,54100027032,14,Big Spenders
283,256,711,125,9850.35,3,2,1,256,579,50099700082,16,Big Spenders
284,256,711,125,9850.35,3,2,1,256,592,10000085478,18,Big Spenders
285,256,711,125,9850.35,3,2,1,256,592,50052110076,14,Big Spenders
286,256,711,125,9850.35,3,2,1,256,592,51800015050,18,Big Spenders
287,256,711,125,9850.35,3,2,1,256,592,52200090076,18,Big Spenders
288,256,711,125,9850.35,3,2,1,256,592,53500000076,16,Big Spenders
289,256,711,125,9850.35,3,2,1,256,592,53700048076,16,Big Spenders
290,256,711,125,9850.35,3,2,1,256,592,54589314175,14,Big Spenders
291,256,711,125,9850.35,3,2,1,256,592,54900050076,18,Big Spenders
292,256,711,125,9850.35,3,2,1,256,592,57418211676,16,Big Spenders
293,256,711,125,9850.35,3,2,1,256,606,10000085484,18,Big Spenders
294,256,711,125,9850.35,3,2,1,256,606,52100023024,18,Big Spenders
295,256,711,125,9850.35,3,2,1,256,606,54280011660,17,Big Spenders
296,256,711,125,9850.35,3,2,1,256,606,57143020076,18,Big Spenders
297,256,711,125,9850.35,3,2,1,256,638,51111120076,20,Big Spenders
298,256,711,125,9850.35,3,2,1,256,638,51312010033,22,Big Spenders
299,256,711,125,9850.35,3,2,1,256,638,51800000050,22,Big Spenders
300,256,711,125,9850.35,3,2,1,256,638,54589399275,20,Big Spenders
301,256,711,125,9850.35,3,2,1,256,638,57045970076,22,Big Spenders
302,256,711,125,9850.35,3,2,1,256,678,54900050082,25,Big Spenders
303,256,711,125,9850.35,3,2,1,256,678,57192110076,25,Big Spenders
891,968,711,167,9805.11,3,1,1,968,508,55000013050,13,Almost Lost
1509,1795,710,1138,9751.73,3,1,1,1795,313,52840000051,29,Almost Lost
1510,1795,710,1138,9751.73,3,1,1,1795,313,57047091041,29,Almost Lost
1511,1795,710,1138,9751.73,3,1,1,1795,415,54132220050,8,Almost Lost
1512,1795,710,1138,9751.73,3,1,1,1795,415,54154889078,8,Almost Lost
1513,1795,710,1138,9751.73,3,1,1,1795,415,55100055075,8,Almost Lost
1514,1795,710,1138,9751.73,3,1,1,1795,415,55100090033,8,Almost Lost
1515,1795,710,1138,9751.73,3,1,1,1795,460,10000085366,8,Almost Lost
1516,1795,710,1138,9751.73,3,1,1,1795,460,53800087950,8,Almost Lost
1517,1795,710,1138,9751.73,3,1,1,1795,460,55100055075,8,Almost Lost
1518,1795,710,1138,9751.73,3,1,1,1795,529,52840011033,13,Almost Lost
1519,1795,710,1138,9751.73,3,1,1,1795,529,54300020076,13,Almost Lost
1520,1795,710,1138,9751.73,3,1,1,1795,529,57218022076,13,Almost Lost
1521,1795,710,1138,9751.73,3,1,1,1795,542,51600070033,13,Almost Lost
1522,1795,710,1138,9751.73,3,1,1,1795,666,54900050082,25,Almost Lost
92,67,709,227,9618.9,3,1,1,67,431,10000085364,8,Almost Lost
93,67,709,227,9618.9,3,1,1,67,431,53663200076,8,Almost Lost
94,67,709,227,9618.9,3,1,1,67,431,54154889078,8,Almost Lost
95,67,709,227,9618.9,3,1,1,67,431,54900065051,8,Almost Lost
96,67,709,227,9618.9,3,1,1,67,431,57756765076,8,Almost Lost
97,67,709,227,9618.9,3,1,1,67,438,52840042077,9,Almost Lost
98,67,709,227,9618.9,3,1,1,67,455,53800050033,8,Almost Lost
99,67,709,227,9618.9,3,1,1,67,455,53800050033,9,Almost Lost
100,67,709,227,9618.9,3,1,1,67,455,55000013050,8,Almost Lost
101,67,709,227,9618.9,3,1,1,67,514,10000085426,13,Almost Lost
102,67,709,227,9618.9,3,1,1,67,514,53700040075,13,Almost Lost
103,67,709,227,9618.9,3,1,1,67,530,52016910055,13,Almost Lost
104,67,709,227,9618.9,3,1,1,67,608,10000085475,18,Almost Lost
105,67,709,227,9618.9,3,1,1,67,608,10000089290,18,Almost Lost
106,67,709,227,9618.9,3,1,1,67,608,51800015050,18,Almost Lost
107,67,709,227,9618.9,3,1,1,67,608,51906341075,18,Almost Lost
108,67,709,227,9618.9,3,1,1,67,608,53010010033,18,Almost Lost
109,67,709,227,9618.9,3,1,1,67,610,57631000076,18,Almost Lost
110,67,709,227,9618.9,3,1,1,67,616,55000013950,18,Almost Lost
111,67,709,227,9618.9,3,1,1,67,632,51800000050,22,Almost Lost
112,67,709,227,9618.9,3,1,1,67,632,57045970076,22,Almost Lost
113,67,709,227,9618.9,3,1,1,67,639,54850010033,18,Almost Lost
114,67,709,227,9618.9,3,1,1,67,639,54850010033,22,Almost Lost
115,67,709,227,9618.9,3,1,1,67,639,57218040076,18,Almost Lost
116,67,709,227,9618.9,3,1,1,67,665,52840000082,23,Almost Lost
117,67,709,227,9618.9,3,1,1,67,681,10000085491,23,Almost Lost
118,67,709,227,9618.9,3,1,1,67,681,51200000076,23,Almost Lost
119,67,709,227,9618.9,3,1,1,67,681,53000000036,23,Almost Lost
120,67,709,227,9618.9,3,1,1,67,681,54060060033,23,Almost Lost
121,67,709,227,9618.9,3,1,1,67,681,54850010033,23,Almost Lost
122,67,709,227,9618.9,3,1,1,67,681,55100000033,23,Almost Lost
123,67,709,227,9618.9,3,1,1,67,681,55200017313,23,Almost Lost
124,67,709,227,9618.9,3,1,1,67,691,52700012033,25,Almost Lost
971,1020,711,171,9561.46,3,1,1,1020,515,50000540082,13,Almost Lost
570,588,710,262,9540.54,3,1,1,588,339,52100000076,30,Almost Lost
571,588,710,262,9540.54,3,1,1,588,339,52100041013,30,Almost Lost
572,588,710,262,9540.54,3,1,1,588,348,10000085320,30,Almost Lost
573,588,710,262,9540.54,3,1,1,588,436,10000085363,8,Almost Lost
574,588,710,262,9540.54,3,1,1,588,436,10000089045,8,Almost Lost
575,588,710,262,9540.54,3,1,1,588,436,10000089046,8,Almost Lost
576,588,710,262,9540.54,3,1,1,588,436,51312010033,8,Almost Lost
577,588,710,262,9540.54,3,1,1,588,451,55100012140,8,Almost Lost
578,588,710,262,9540.54,3,1,1,588,514,10000089106,13,Almost Lost
579,588,710,262,9540.54,3,1,1,588,514,10000089113,13,Almost Lost
580,588,710,262,9540.54,3,1,1,588,514,51600050042,13,Almost Lost
581,588,710,262,9540.54,3,1,1,588,514,53620010050,13,Almost Lost
582,588,710,262,9540.54,3,1,1,588,549,54650050060,13,Almost Lost
583,588,710,262,9540.54,3,1,1,588,591,10000085478,18,Almost Lost
584,588,710,262,9540.54,3,1,1,588,591,53620010028,14,Almost Lost
585,588,710,262,9540.54,3,1,1,588,591,53700013182,18,Almost Lost
586,588,710,262,9540.54,3,1,1,588,591,54100027032,14,Almost Lost
587,588,710,262,9540.54,3,1,1,588,591,54589399250,14,Almost Lost
588,588,710,262,9540.54,3,1,1,588,591,57143020076,18,Almost Lost
589,588,710,262,9540.54,3,1,1,588,618,51800015050,18,Almost Lost
590,588,710,262,9540.54,3,1,1,588,618,53700048182,19,Almost Lost
591,588,710,262,9540.54,3,1,1,588,633,52100023024,18,Almost Lost
998,1098,711,449,9500.7,3,1,1,1098,234,51111075533,26,Almost Lost
999,1098,711,449,9500.7,3,1,1,1098,416,10000085364,8,Almost Lost
1000,1098,711,449,9500.7,3,1,1,1098,416,50008130078,8,Almost Lost
1001,1098,711,449,9500.7,3,1,1,1098,416,53663200076,8,Almost Lost
1002,1098,711,449,9500.7,3,1,1,1098,416,54610020076,8,Almost Lost
1003,1098,711,449,9500.7,3,1,1,1098,420,10000085363,8,Almost Lost
1004,1098,711,449,9500.7,3,1,1,1098,431,10000089012,8,Almost Lost
1005,1098,711,449,9500.7,3,1,1,1098,431,10000089047,8,Almost Lost
1006,1098,711,449,9500.7,3,1,1,1098,431,10000089051,8,Almost Lost
1007,1098,711,449,9500.7,3,1,1,1098,431,50004110076,8,Almost Lost
1008,1098,711,449,9500.7,3,1,1,1098,505,52840011033,13,Almost Lost
1009,1098,711,449,9500.7,3,1,1,1098,513,54100024950,13,Almost Lost
1010,1098,711,449,9500.7,3,1,1,1098,516,53010030033,13,Almost Lost
1011,1098,711,449,9500.7,3,1,1,1098,523,10000085425,13,Almost Lost
1012,1098,711,449,9500.7,3,1,1,1098,547,55410000076,13,Almost Lost
1013,1098,711,449,9500.7,3,1,1,1098,627,10000085475,18,Almost Lost
650,703,708,219,9475.69,3,1,1,703,509,10000085429,13,Almost Lost
651,703,708,219,9475.69,3,1,1,703,509,51480000076,13,Almost Lost
652,703,708,219,9475.69,3,1,1,703,509,51600070033,13,Almost Lost
653,703,708,219,9475.69,3,1,1,703,509,54300020076,13,Almost Lost
654,703,708,219,9475.69,3,1,1,703,509,54800111033,13,Almost Lost
972,1024,707,145,9448.75,3,1,1,1024,421,10000085363,8,Almost Lost
2271,2489,702,139,9403.42,3,2,1,2489,357,52100000076,30,Big Spenders
2272,2489,702,139,9403.42,3,2,1,2489,357,52100026076,30,Big Spenders
2273,2489,702,139,9403.42,3,2,1,2489,415,10000089054,8,Big Spenders
2274,2489,702,139,9403.42,3,2,1,2489,415,52700040009,8,Big Spenders
2275,2489,702,139,9403.42,3,2,1,2489,415,53600000078,8,Big Spenders
2276,2489,702,139,9403.42,3,2,1,2489,448,57047092032,8,Big Spenders
2277,2489,702,139,9403.42,3,2,1,2489,505,10000085425,13,Big Spenders
2278,2489,702,139,9403.42,3,2,1,2489,505,51600070033,13,Big Spenders
2279,2489,702,139,9403.42,3,2,1,2489,505,51960060050,13,Big Spenders
2280,2489,702,139,9403.42,3,2,1,2489,505,55150000034,11,Big Spenders
2281,2489,702,139,9403.42,3,2,1,2489,515,10000085425,13,Big Spenders
2282,2489,702,139,9403.42,3,2,1,2489,515,10000085427,13,Big Spenders
2283,2489,702,139,9403.42,3,2,1,2489,515,10000085429,13,Big Spenders
2284,2489,702,139,9403.42,3,2,1,2489,515,10000089098,13,Big Spenders
2285,2489,702,139,9403.42,3,2,1,2489,515,10000089124,13,Big Spenders
2286,2489,702,139,9403.42,3,2,1,2489,515,51254711082,13,Big Spenders
2287,2489,702,139,9403.42,3,2,1,2489,515,51480000076,13,Big Spenders
2288,2489,702,139,9403.42,3,2,1,2489,515,51600040033,13,Big Spenders
2289,2489,702,139,9403.42,3,2,1,2489,515,52927461001,13,Big Spenders
2290,2489,702,139,9403.42,3,2,1,2489,515,53500051576,11,Big Spenders
2291,2489,702,139,9403.42,3,2,1,2489,515,54300020076,13,Big Spenders
2292,2489,702,139,9403.42,3,2,1,2489,515,56414410013,13,Big Spenders
2293,2489,702,139,9403.42,3,2,1,2489,515,57047091041,13,Big Spenders
2294,2489,702,139,9403.42,3,2,1,2489,521,52740022050,13,Big Spenders
2295,2489,702,139,9403.42,3,2,1,2489,529,51981012076,13,Big Spenders
2296,2489,702,139,9403.42,3,2,1,2489,558,54589399250,14,Big Spenders
2297,2489,702,139,9403.42,3,2,1,2489,558,54800140060,14,Big Spenders
2298,2489,702,139,9403.42,3,2,1,2489,698,10000085496,24,Big Spenders
1492,1778,710,259,9336.3,3,1,1,1778,431,52484270076,8,Almost Lost
1493,1778,710,259,9336.3,3,1,1,1778,515,10000085429,13,Almost Lost
1494,1778,710,259,9336.3,3,1,1,1778,515,10000089106,13,Almost Lost
1495,1778,710,259,9336.3,3,1,1,1778,515,54154888076,13,Almost Lost
1496,1778,710,259,9336.3,3,1,1,1778,605,10000085479,18,Almost Lost
1497,1778,710,259,9336.3,3,1,1,1778,605,53120026033,18,Almost Lost
1498,1778,710,259,9336.3,3,1,1,1778,605,57143020076,18,Almost Lost
1499,1778,710,259,9336.3,3,1,1,1778,626,10000085475,18,Almost Lost
1500,1778,710,259,9336.3,3,1,1,1778,626,10000085476,18,Almost Lost
1501,1778,710,259,9336.3,3,1,1,1778,626,54133500050,18,Almost Lost
1502,1778,710,259,9336.3,3,1,1,1778,626,55100000013,18,Almost Lost
2201,2448,705,205,9300.73,3,1,1,2448,312,52100023020,28,Almost Lost
2202,2448,705,205,9300.73,3,1,1,2448,327,51111081540,30,Almost Lost
