,household_key,total_quant,total_cust_sales,avg_lylty_unit_price,avg_nonlylty_unit_price,tot_sales_0_6,tot_sales_6_12,tot_sales_12_18,tot_sales_18_0,tot_sales_private,tot_lylty_disc,tot_coupon_disc,top_camp_sales_per,top_camp_quants_per,top_store,top_store_sales_per,top_store_quants_per,top_commodity,top_comm_sales_per,top_comm_quants_per,top_department,top_dept_sales_per,top_dept_quants_per,top_campaign,top_campaign_count,top_coupon,top_coupon_count,top_display,top_display_count,top_mailer,top_mailer_count,age,marital_status,income,homeowner_desc,gender_marital_status,household_size,kid_number,segment,mailer_label,display_label,percent_disc,log_label
264,39,13778,5017.87,2.761739436,2.389389544,0.0,0,1957.71,2185.65,974.56,-812.21,15.79,0.0,0.0,333,0.519933757,0.191714811,COUPON/MISC ITEMS,0.006823612,2.308748533,KIOSK-GAS,0.005629879,2.308349957,,,,,0,144.0,A,126.0,35-44,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0031467535029803483,1
265,1291,1660,3280.31,2.59288408,2.220295495,0.0,0,2035.67,331.07,818.78,-585.06,9.7,0.0,0.0,447,0.998170905,0.400571897,FRZN MEAT/MEAT DINNERS,0.07602025400000001,0.041459496,GROCERY,0.597397807,0.356673607,,,,,0,163.0,A,131.0,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,5,1.0,1.0,0.0029570375970563757,1
266,1234,2023,5543.23,3.427824339,3.001815873,0.0,0,2898.17,1702.92,619.83,-915.26,4.6,0.0,0.0,293,0.419641617,0.12213096,SOFT DRINKS,0.081737543,0.026879635,GROCERY,0.585393354,0.249673927,,,,,0,186.0,A,127.0,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0008298410854321398,0
267,2446,812416,6434.81,2.835577382,2.406466509,0.0,0,3151.97,2456.78,2718.22,-1004.69,21.3,0.0,0.0,3001,0.5613996370000001,0.121060295,COUPON/MISC ITEMS,0.319389384,125.9515044,MISC SALES TRAN,0.289076134,111.46156609999998,,,,,0,77.0,A,55.0,35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0033101210447550123,1
268,2183,418423,4086.89,2.891676338,2.287938346,0.0,0,2698.49,992.22,1734.85,-942.47,6.9,0.0,0.0,370,0.7835224340000001,0.195992552,COUPON/MISC ITEMS,0.236700768,102.0274585,KIOSK-GAS,0.234378709,102.0272138,,,,,0,242.0,A,141.0,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0016883253525296744,1
269,98,1810,2547.3,1.845179631,1.538866991,0.0,0,1168.55,1215.15,469.56,-526.12,0.0,0.0,0.0,421,0.559247046,0.261060731,FRZN MEAT/MEAT DINNERS,0.188646802,0.107564873,GROCERY,0.737365053,0.5338986379999999,,,,,0,158.0,A,129.0,35-44,U,35-49K,Unknown,1 Adult Kids,2,1,5,1.0,1.0,0.0,0
270,1662,3588,8613.44,3.1604548219999997,2.7700555110000002,0.0,0,4368.32,2060.31,1216.09,-1532.05,4.5,0.0,0.0,400,0.733595404,0.223139652,FROZEN PIZZA,0.018048538,0.039357098,GROCERY,0.5328440210000001,0.259129918,,,,,0,265.0,A,159.0,35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0005224393505962775,0
271,548,50085,4250.63,2.9173876439999997,2.439228919,0.0,0,2462.44,1644.22,907.1,-882.22,5.2,0.0,0.0,381,0.936298855,0.331950793,COUPON/MISC ITEMS,0.028739268999999998,11.34137763,KIOSK-GAS,0.030738973,11.34090711,,,,,0,192.0,A,125.0,35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0012233480684039778,1
272,2296,23000,13398.54,2.703011538,2.332021551,0.0,0,8538.56,4359.46,4427.3,-2234.38,7.29,0.0,0.0,368,0.78041712,0.30585422,COUPON/MISC ITEMS,0.00687463,1.257002629,KIOSK-GAS,0.002612225,1.2564055490000001,,,,,0,488.0,0,413.0,35-44,U,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.0,1.0,0.0005440891320994675,0
273,1920,659,1927.49,3.3756652060000003,3.0969514069999997,0.0,0,805.06,1059.33,243.27,-180.67,0.25,0.0,0.0,299,0.9303965259999999,0.28378876199999997,EGGS,0.043803080999999994,0.020233568,GROCERY,0.422362762,0.143710214,,,,,0,50.0,0,27.0,55-64,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.00012970235902650597,0
274,211,1389,2244.06,2.257585586,1.93796036,0.0,0,854.93,1073.72,188.55,-383.14,0.0,0.0,0.0,424,0.835628281,0.33688938799999996,BAG SNACKS,0.035654127,0.09892783599999999,GROCERY,0.779858827,0.5102359120000001,,,,,0,83.0,0,69.0,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown,5,1.0,1.0,0.0,0
275,597,1874,3823.26,2.550808747,2.186279556,0.0,0,1628.62,2054.11,1114.11,-663.75,2.99,0.0,0.0,381,0.535537735,0.218661561,CONVENIENT BRKFST/WHLSM SNACKS,0.057879924000000006,0.029817486,GROCERY,0.619392874,0.338454617,,,,,0,178.0,A,134.0,19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,5,1.0,1.0,0.0007820551048058463,0
276,1841,1041,2397.73,2.661796394,2.367724274,0.0,0,2184.69,0.0,312.92,-300.72,4.05,0.0,0.0,293,0.918814879,0.288606307,BAKED BREAD/BUNS/ROLLS,0.101762917,0.03670138,GROCERY,0.629349426,0.301952263,,,,,0,62.0,A,45.0,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.00168909760481789,1
277,1524,247300,2746.14,2.7807306689999995,2.359928419,0.0,0,1942.87,635.57,1109.15,-489.31,54.67,0.0,0.0,346,0.26757922,0.11616305099999999,COUPON/MISC ITEMS,0.21057921300000002,89.70882766,KIOSK-GAS,0.173876787,74.19978588,,,,,0,116.0,A,66.0,45-54,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.019907943513440687,1
278,409,250251,4411.81,2.637403231,1.985002103,0.0,0,2035.23,2027.47,1534.16,-1344.42,90.88,0.0,0.0,367,0.511959944,0.238450885,COUPON/MISC ITEMS,0.15502254199999999,56.24086259,KIOSK-GAS,0.13049746,56.2401826,,,,,0,334.0,A,214.0,19-24,B,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.020599255180980137,1
279,131,132330,6136.92,2.876988478,2.4203035980000003,64.0,0,1523.48,3588.41,1854.61,-1213.85,19.3,0.0,0.0,333,0.815976092,0.28222626300000003,COUPON/MISC ITEMS,0.055804865999999995,21.13584665,KIOSK-GAS,0.050028353,21.13421716,,,,,0,258.0,A,176.0,45-54,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.003144900047580871,1
280,193,706882,4809.66,3.265455082,2.82767182,0.0,0,2711.38,1449.34,2327.76,-580.8,5.0,0.0,0.0,310,0.847432043,0.174440605,COUPON/MISC ITEMS,0.342637525,146.72596399999998,KIOSK-GAS,0.371496114,146.7261719,,,,,0,64.0,A,66.0,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0010395745229392515,1
281,1053,35912,4616.42,2.83068059,2.569897579,0.0,0,3144.81,893.21,580.3,-496.46,0.0,0.0,0.0,356,0.977549703,0.300449266,COUPON/MISC ITEMS,0.027917737,7.35136751,KIOSK-GAS,0.016224693999999998,7.3487680929999994,,,,,0,102.0,A,68.0,55-64,A,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0,0
282,914,618,1834.08,3.5869349510000004,3.3089261789999997,0.0,0,1037.5,691.94,237.7,-167.73,0.0,0.0,0.0,403,0.7473665270000001,0.154300794,SOFT DRINKS,0.034933045,0.026716392000000002,GROCERY,0.458022551,0.19083137,,,,,0,24.0,A,17.0,45-54,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0,0
283,1491,2609,5633.92,2.800288085,2.46645256,0.0,0,2126.44,3237.13,501.92,-776.82,2.05,0.0,0.0,296,0.9982285870000001,0.377179655,CITRUS,0.028090566,0.052716402999999995,GROCERY,0.552031268,0.23127768899999998,,,,,0,167.0,A,97.0,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.00036386743155742356,0
284,1158,125690,2897.2,2.3055258519999997,1.81541078,0.0,0,1789.23,755.53,1282.16,-734.08,6.0,0.0,0.0,410,0.641571172,0.28337705399999996,COUPON/MISC ITEMS,0.107313958,42.87518984,KIOSK-GAS,0.105864283,42.873809200000004,,,,,0,172.0,A,129.0,45-54,U,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.002070965069722491,1
285,1604,441,818.41,2.136437824,1.9254058719999998,0.0,0,337.76,474.27,38.14,-95.18,0.0,0.0,0.0,288,1.0,0.471646241,CRACKERS/MISC BKD FD,0.256411823,0.113634975,GROCERY,0.7678180859999999,0.40322088,,,,,0,19.0,0,36.0,35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0,0
286,134,41438,5514.69,3.1111290260000004,2.613398024,0.0,0,4203.88,1068.89,1259.53,-1213.79,20.4,0.0,0.0,427,0.977467455,0.286326158,COUPON/MISC ITEMS,0.017944798,7.087615079,KIOSK-GAS,0.00939128,4.563266476,,,,,0,189.0,A,177.0,55-64,A,25-34K,Homeowner,Single Female,2,None/Unknown,4,1.0,1.0,0.0036992106537266827,1
287,2068,33021,2542.95,2.295840192,1.794012529,0.0,0,1964.19,535.08,595.19,-720.52,18.45,0.0,0.0,324,0.966306848,0.514756484,COUPON/MISC ITEMS,0.036957077000000005,12.41274897,KIOSK-GAS,0.029619142999999997,12.41156924,,,,,0,258.0,A,132.0,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,5,1.0,1.0,0.007255353034861087,1
288,381,10271,3109.54,2.898165585,2.552621297,0.0,0,1040.91,1772.16,821.94,-448.34,11.25,0.0,0.0,32004,0.502244705,0.19263299399999997,COUPON/MISC ITEMS,0.0076120580000000005,2.8872437719999997,KIOSK-GAS,0.006435035,2.886922181,,,,,0,93.0,A,87.0,25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,5,1.0,1.0,0.003617898467297414,1
289,2272,742,2232.53,3.9054488519999997,3.499843424,0.0,0,1191.02,953.42,240.02,-267.32,11.64,0.0,0.0,346,0.902773983,0.19887750699999998,BAKED BREAD/BUNS/ROLLS,0.059936485,0.03090664,GROCERY,0.468835805,0.227544535,,,,,0,39.0,A,32.0,65+,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.005213815715802251,1
290,2498,31339,2601.6,3.051242278,2.747512951,0.0,0,1255.57,1246.45,441.1,-279.4,0.0,0.0,0.0,309,0.92390452,0.31941881899999996,COUPON/MISC ITEMS,0.027848247000000003,11.67935117,MISC SALES TRAN,0.026814268,11.67896679,,,,,0,69.0,A,62.0,25-34,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0,0
291,2243,1577,4017.71,3.508758787,2.941766696,0.0,0,2850.49,567.52,1024.44,-866.9,2.0,0.0,0.0,320,0.934768811,0.259849516,VEGETABLES - SHELF STABLE,0.05311483400000001,0.075913891,GROCERY,0.480198919,0.271298824,,,,,0,120.0,A,89.0,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0004977960081738105,0
292,1580,21048,1770.27,1.5223816819999998,1.236615383,20.4,0,405.8,1311.31,812.0,-404.94,0.75,0.0,0.0,450,0.9131036509999999,0.686335983,COUPON/MISC ITEMS,0.03001802,11.0214826,MISC SALES TRAN,0.021544736000000002,7.132810248999999,,,,,0,129.0,A,86.0,19-24,B,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0004236641868189598,0
293,2102,1236,3616.66,3.458576219,3.007172882,0.0,0,1913.44,1689.41,284.74,-642.34,3.1,0.0,0.0,450,0.5108691439999999,0.150415024,BEEF,0.164671271,0.022396355,GROCERY,0.409844995,0.177511848,,,,,0,88.0,A,54.0,55-64,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.000857144437132603,0
294,1248,170928,9058.26,3.290709853,2.921531112,0.0,0,3396.39,3634.28,1455.81,-1232.19,33.03,0.0,0.0,447,0.9525791929999999,0.248060886,COUPON/MISC ITEMS,0.046974805,18.49549472,KIOSK-GAS,0.041997028,18.49494274,,,,,0,164.0,A,123.0,45-54,U,50-74K,Unknown,1 Adult Kids,2,1,4,1.0,1.0,0.0036463956653926912,1
295,1123,1344,3911.31,3.578346761,3.104856495,0.0,0,2714.22,738.49,524.57,-622.28,4.5,0.0,0.0,356,0.883545411,0.23342563,FRZN MEAT/MEAT DINNERS,0.03569648,0.016362803999999998,GROCERY,0.553331237,0.205557729,,,,,0,101.0,A,70.0,55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,5,1.0,1.0,0.0011505096757863733,1
296,802,783,2147.43,3.4438686339999998,3.1245775460000003,0.0,0,1014.93,367.42,363.94,-256.89,7.0,0.0,0.0,404,0.9507085209999999,0.25658577899999996,FLUID MILK PRODUCTS,0.038357478,0.023283646,GROCERY,0.498642563,0.240287227,,,,,0,47.0,A,35.0,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0032597104445779377,1
297,1814,11465,4093.66,3.597235988,3.230206013,0.0,0,2201.61,1695.67,1011.42,-510.65,14.19,0.0,0.0,3274,0.471651285,0.127269974,COUPON/MISC ITEMS,0.005173854,2.442068955,KIOSK-GAS,0.005173854,2.442068955,,,,,0,32.0,0,33.0,65+,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,5,0.0,0.0,0.0034663357484500425,1
298,1499,14680,2094.34,3.357214448,2.789864327,0.0,0,498.76,1040.64,280.76,-562.25,11.75,0.0,0.0,304,0.741087884,0.19767564,COUPON/MISC ITEMS,0.021959185,6.590620434,MISC SALES TRAN,0.021959185,6.590620434,,,,,0,67.0,A,51.0,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.005610359349484802,1
299,2188,92010,3915.54,2.7831936319999997,2.440896589,0.0,0,2565.82,1294.71,1342.56,-631.53,1.8,0.0,0.0,391,0.943525031,0.329456473,COUPON/MISC ITEMS,0.056045909000000005,23.0565899,KIOSK-GAS,0.0547715,23.05607911,,,,,0,195.0,A,111.0,65+,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0004597067071208569,0
300,114,68156,3314.23,2.910359732,2.5363865690000003,0.0,0,855.83,2384.74,692.18,-530.12,1.4,0.0,0.0,31401,0.938091201,0.31078108600000004,COUPON/MISC ITEMS,0.045398177000000005,20.13770921,KIOSK-GAS,0.040817927999999996,20.13650229,,,,,0,81.0,A,61.0,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0004224208941443412,0
301,1527,1734672,17355.95,3.231806845,2.905178769,0.0,0,5186.75,8999.09,7064.36,-1954.74,5.75,0.0,0.0,361,0.7962105209999999,0.176538881,COUPON/MISC ITEMS,0.235391897,99.66040465,KIOSK-GAS,0.23081191199999998,98.7953987,,,,,0,276.0,0,220.0,25-34,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.0,1.0,0.0003312984884146359,0
302,219,139031,11881.66,3.237990075,2.897461485,0.0,0,6512.04,983.55,2266.49,-1464.7,3.13,0.0,0.0,355,0.7324363770000001,0.221938685,COUPON/MISC ITEMS,0.027792413,11.34546856,KIOSK-GAS,0.01598514,6.940276022000001,,,,,0,345.0,A,184.0,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0002634312040573455,0
303,675,273896,4815.41,2.939977648,2.614086225,0.0,0,3932.19,683.71,1927.78,-614.92,17.3,0.0,0.0,372,0.9594800859999999,0.278065627,COUPON/MISC ITEMS,0.13755838,56.51896723,KIOSK-GAS,0.272587381,56.526027899999995,,,,,0,111.0,A,105.0,35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.003592632818389296,1
304,2479,366137,14242.2,2.830483464,2.514427128,0.0,0,4299.72,5128.37,2748.61,-1786.07,42.83,0.0,0.0,406,0.9791675440000001,0.317647554,COUPON/MISC ITEMS,0.064408589,25.29293227,KIOSK-GAS,0.062469984000000006,25.2925812,,,,,0,396.0,A,290.0,25-34,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.0,1.0,0.0030072601143081826,1
305,660,194440,7938.3,3.256952451,2.851782417,0.0,0,1792.69,5997.59,1313.2,-1362.38,15.98,0.0,0.0,380,0.827808221,0.22889031699999998,COUPON/MISC ITEMS,0.06345691099999999,24.13703186,KIOSK-GAS,0.056781679,24.136402,,,,,0,221.0,A,162.0,55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown,4,1.0,1.0,0.0020130254588513912,1
306,2411,728,2019.25,3.0843053510000003,2.8410260189999996,0.0,0,1003.36,991.19,177.3,-187.75,0.0,0.0,0.0,363,0.8627658779999999,0.27980685899999996,REFRIGERATED,0.062795592,0.020304568999999998,GROCERY,0.271838554,0.110932277,,,,,0,41.0,0,32.0,65+,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.0,0
307,1363,7743,4072.4,3.33223352,2.881162489,0.0,0,2430.86,1549.93,528.22,-678.59,3.0,0.0,0.0,318,0.93168893,0.287054317,COUPON/MISC ITEMS,0.011295551000000001,1.496169335,KIOSK-GAS,0.0066299969999999995,1.49592378,,,,,0,141.0,0,141.0,25-34,U,15-24K,Unknown,1 Adult Kids,2,1,5,1.0,1.0,0.0007366663392594047,0
308,358,4665,12720.02,3.315254042,2.997556745,15.04,0,5399.14,5104.24,1876.2,-1518.81,9.32,0.0,0.0,439,0.996458339,0.28514106100000003,SOFT DRINKS,0.112231742,0.035613152,GROCERY,0.597949532,0.231288945,,,,,0,273.0,A,219.0,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,0.0,0.0007327032504665873,0
309,1352,518091,5397.4,2.7185765089999996,2.444110251,0.0,0,1673.92,2816.93,1774.6,-530.49,1.55,0.0,0.0,406,0.888746433,0.258087227,COUPON/MISC ITEMS,0.230038537,95.66402342,KIOSK-GAS,0.22600881899999997,95.66309705,,,,,0,122.0,A,63.0,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.00028717530662911774,0
310,932,5204,5839.41,2.840617693,2.506629666,0.0,0,1892.96,3808.74,1042.38,-841.08,6.55,0.0,0.0,300,0.581894404,0.19865020600000002,COUPON/MISC ITEMS,0.004200767,0.42161793700000005,KIOSK-GAS,0.0018426520000000002,0.420932937,,,,,0,163.0,A,138.0,19-24,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0011216886637519887,1
311,2447,2287,7520.74,4.184154465,3.7379974689999997,0.0,0,2629.58,3036.29,777.99,-977.07,0.2,0.0,0.0,359,0.8857998020000001,0.220191098,SOFT DRINKS,0.055130213,0.035634791,GROCERY,0.292379473,0.147724825,,,,,0,222.0,A,140.0,35-44,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,2.6593127803912914e-05,0
312,1159,237146,4467.03,2.683037944,2.334749463,0.0,0,2403.63,1988.91,989.86,-645.9,1.6,0.0,0.0,313,0.299816657,0.096036964,COUPON/MISC ITEMS,0.117702366,52.69451962,KIOSK-GAS,0.11613756800000001,52.69340031,,,,,0,126.0,A,68.0,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0003581798197012333,0
313,644,146040,3752.45,2.179839549,1.8728978630000002,0.0,0,3209.29,250.28,1039.31,-578.94,19.58,0.0,0.0,335,0.9571559909999999,0.43651481,COUPON/MISC ITEMS,0.09214246699999999,38.42236406,MISC SALES TRAN,0.0784181,33.03521699,,,,,0,150.0,A,149.0,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.005217924289464216,1
314,1179,582711,9396.55,3.078040212,2.647149012,0.0,0,3666.48,4893.14,2770.67,-1478.16,34.18,0.0,0.0,33923,0.651843496,0.168785352,COUPON/MISC ITEMS,0.143494155,61.6723159,KIOSK-GAS,0.140752723,61.67178379,,,,,0,414.0,A,276.0,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.00363750525458812,1
315,290,3876,5534.4,2.203741257,1.849044406,0.0,0,3385.6,1320.05,2040.31,-1090.26,1.0,0.0,0.0,367,0.8606804709999999,0.388479329,SOUP,0.018813241,0.11925412,GROCERY,0.673877927,0.55977161,,,,,0,354.0,A,296.0,25-34,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.00018068806013298643,0
316,1076,669,2240.01,4.094730627,3.7090996310000004,0.0,0,1217.14,920.43,182.19,-253.12,1.0,0.0,0.0,365,0.563622484,0.13303512,BEERS/ALES,0.141610975,0.021874902,GROCERY,0.550077901,0.19553484100000001,,,,,0,51.0,A,44.0,25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,0.0,0.0,0.0004464265784527747,0
317,2367,17040,4493.76,2.4300395580000003,2.105526475,0.0,0,1073.88,3312.08,1447.53,-712.12,2.1,0.0,0.0,310,0.5611492379999999,0.19961012600000003,COUPON/MISC ITEMS,0.008120149,3.2298120060000004,KIOSK-GAS,0.010458948000000001,3.230034537,,,,,0,123.0,A,128.0,45-54,U,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.000467314676351207,0
318,57,141557,3102.03,2.583649627,2.225295201,0.0,0,864.3,2070.27,717.02,-500.36,3.84,0.0,0.0,298,0.539537013,0.181494054,COUPON/MISC ITEMS,0.131381708,45.19911155,KIOSK-GAS,0.08803912300000001,42.06696905,,,,,0,57.0,0,42.0,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.001237899053200646,1
319,981,523,1394.11,3.338102632,2.889052632,0.0,0,208.04,1129.83,153.41,-232.52,0.0,0.0,0.0,32004,0.605856066,0.17645666399999999,BAKED SWEET GOODS,0.053288478,0.022953712,GROCERY,0.5499566029999999,0.22738521399999997,,,,,0,57.0,A,38.0,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown,5,1.0,1.0,0.0,0
320,513,12100,12016.81,4.726349517,4.149992556,0.0,0,4492.19,7465.6,1107.88,-2615.77,113.2,0.0,0.0,447,0.856035836,0.153202056,COUPON/MISC ITEMS,0.00592753,0.679298416,KIOSK-GAS,0.001254077,0.678383032,,,,,0,294.0,A,199.0,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.009420137291011509,1
321,263,2700,5860.25,2.651240849,2.292852234,0.0,0,3352.15,866.97,1360.86,-1071.8,10.08,0.0,0.0,372,0.6945591059999999,0.265347042,FLUID MILK PRODUCTS,0.08455612,0.051362995999999994,GROCERY,0.504282241,0.28872488399999996,,,,,0,279.0,A,157.0,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0017200631372381724,1
322,844,12352,5373.34,3.449637047,3.13911881,0.0,0,4310.25,763.99,711.95,-578.21,26.3,0.0,0.0,31862,0.527755549,0.146277734,COUPON/MISC ITEMS,0.005115999,1.9606055080000002,KIOSK-GAS,0.00434925,1.960419404,,,,,0,119.0,A,71.0,45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.004894534870304131,1
323,49,439122,6433.19,3.0859888069999997,2.509418725,0.0,0,2992.46,3195.72,1968.79,-1453.55,11.84,0.0,0.0,356,0.7923984829999999,0.24668943399999999,COUPON/MISC ITEMS,0.154497225,67.84363589,KIOSK-GAS,0.154497225,67.84363589,,,,,0,248.0,A,175.0,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0018404555127394032,1
324,2347,185783,3216.05,3.1823272019999997,2.6978639810000002,0.0,0,1423.28,1564.42,1293.51,-655.49,16.5,0.0,0.0,438,0.5683742479999999,0.17039536100000002,COUPON/MISC ITEMS,0.13895617300000002,57.39400818,KIOSK-GAS,0.12272197300000001,50.79274265,,,,,0,110.0,A,100.0,45-54,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.005130517249420873,1
325,133,1684,3792.61,2.997946507,2.563283115,0.0,0,2509.65,842.29,460.67,-882.63,31.28,0.0,0.0,391,0.910367794,0.274744833,VEGETABLES - SHELF STABLE,0.015643581,0.020038971000000003,GROCERY,0.492122839,0.260506617,,,,,0,140.0,A,69.0,45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown,5,1.0,1.0,0.008247618394720258,1
326,733,1717,2640.18,2.257026635,1.980101137,0.0,0,1874.18,421.56,299.36,-551.71,38.38,0.0,0.0,356,0.9659492909999999,0.36550538200000005,CAT FOOD,0.17648039100000001,0.272708679,GROCERY,0.676453878,0.54768993,,,,,0,78.0,A,82.0,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.014536887636449032,1
327,576,35350,3748.62,3.070302325,2.714529432,0.0,0,1403.27,1852.26,740.32,-502.9,1.5,0.0,0.0,298,0.700428424,0.217680106,COUPON/MISC ITEMS,0.020837001,9.015851167000001,KIOSK-GAS,0.020036707,9.014784107,,,,,0,110.0,A,59.0,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown,5,1.0,1.0,0.00040014725418954176,0
328,1060,14162,6096.93,3.044274795,2.692240675,0.0,0,3438.82,2420.98,535.97,-901.9,0.0,0.0,0.0,315,0.9842346890000001,0.324425572,COUPON/MISC ITEMS,0.005128811,1.927527461,KIOSK-GAS,0.003680541,1.927363444,,,,,0,162.0,A,116.0,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0,0
329,1468,185850,4130.73,3.0488069980000003,2.691923068,0.0,0,3311.02,538.21,1188.85,-482.32,1.0,0.0,0.0,403,0.823532402,0.2694439,COUPON/MISC ITEMS,0.155846545,44.65336635,KIOSK-GAS,0.10502259900000001,44.65191383,,,,,0,101.0,A,68.0,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,5,1.0,1.0,0.00024208796023947343,0
330,1240,450816,11244.29,3.351847485,3.111599035,0.0,0,7369.81,2978.12,2695.65,-880.96,5.78,0.0,0.0,375,0.564267731,0.151543583,COUPON/MISC ITEMS,0.09856558300000001,39.79290822,MISC SALES TRAN,0.06588944299999999,26.41616323,,,,,0,183.0,0,140.0,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,4,1.0,1.0,0.0005140386809660726,0
331,784,296427,3125.92,2.7685094689999996,2.449796114,0.0,0,1522.51,1400.89,964.08,-414.04,8.5,0.0,0.0,363,0.511395045,0.130521574,COUPON/MISC ITEMS,0.217571147,94.51009623,KIOSK-GAS,0.21661143,94.50977632,,,,,0,53.0,0,45.0,45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,5,1.0,1.0,0.0027191994676767158,1
